Material_ID,Material_Description,Category,Unit_Price,Stock_Quantity,Vendor_Code,Last_Updated,Active_Status
19203,Product_19203,Snacks,380.09,227,V005,1976-02-14 11:05:32.770451,
19204,Product_19204,Alcohol,417.88,501,V005,1976-02-13 11:05:32.770453,N
19205,Product_19205,Beverages,328.43,249,V004,1976-02-12 11:05:32.770455,Y
19206,Product_19206,Merchandise,267.57,755,V004,1976-02-11 11:05:32.770458,
19207,Product_19207,Beverages,171.06,49,V001,1976-02-10 11:05:32.770460,
19208,Product_19208,Raw Material,158.61,122,V002,1976-02-09 11:05:32.770462,
19209,Product_19209,Merchandise,426.55,353,V002,1976-02-08 11:05:32.770464,Y
19210,Product_19210,Raw Material,457.4,610,V005,1976-02-07 11:05:32.770466,
19211,Product_19211,Merchandise,267.69,389,V005,1976-02-06 11:05:32.770469,
19212,Product_19212,Alcohol,178.88,797,V005,1976-02-05 11:05:32.770471,N
19213,Product_19213,Merchandise,447.27,17,V004,1976-02-04 11:05:32.770473,Y
19214,Product_19214,Snacks,471.12,764,V004,1976-02-03 11:05:32.770475,
19215,Product_19215,Beverages,229.27,215,V001,1976-02-02 11:05:32.770478,
19216,Product_19216,Alcohol,70.74,144,V005,1976-02-01 11:05:32.770480,
19217,Product_19217,Beverages,26.66,473,V005,1976-01-31 11:05:32.770482,N
19218,Product_19218,Merchandise,68.26,328,V004,1976-01-30 11:05:32.770484,
19219,Product_19219,Merchandise,247.67,361,V004,1976-01-29 11:05:32.770486,
19220,Product_19220,Merchandise,109.05,984,V005,1976-01-28 11:05:32.770489,
19221,Product_19221,Merchandise,485.9,737,V003,1976-01-27 11:05:32.770491,Y
19222,Product_19222,Merchandise,216.46,852,V002,1976-01-26 11:05:32.770493,
19223,Product_19223,Snacks,223.14,466,V002,1976-01-25 11:05:32.770495,N
19224,Product_19224,Beverages,148.28,530,V002,1976-01-24 11:05:32.770498,
19225,Product_19225,Merchandise,339.05,179,V002,1976-01-23 11:05:32.770500,
19226,Product_19226,Alcohol,446.52,130,V001,1976-01-22 11:05:32.770502,
19227,Product_19227,Raw Material,379.44,572,V002,1976-01-21 11:05:32.770504,Y
19228,Product_19228,Merchandise,364.89,302,V001,1976-01-20 11:05:32.770506,
19229,Product_19229,Snacks,14.86,376,V005,1976-01-19 11:05:32.770509,N
19230,Product_19230,Snacks,351.07,526,V002,1976-01-18 11:05:32.770511,N
19231,Product_19231,Alcohol,16.72,719,V005,1976-01-17 11:05:32.770513,Y
19232,Product_19232,Raw Material,115.43,921,V005,1976-01-16 11:05:32.770515,N
19233,Product_19233,Raw Material,146.68,658,V005,1976-01-15 11:05:32.770518,N
19234,Product_19234,Alcohol,96.73,69,V002,1976-01-14 11:05:32.770520,Y
19235,Product_19235,Merchandise,372.82,403,V005,1976-01-13 11:05:32.770522,
19236,Product_19236,Alcohol,252.08,857,V002,1976-01-12 11:05:32.770524,N
19237,Product_19237,Snacks,136.71,451,V005,1976-01-11 11:05:32.770527,
19238,Product_19238,Beverages,342.05,457,V005,1976-01-10 11:05:32.770529,N
19239,Product_19239,Raw Material,122.21,161,V001,1976-01-09 11:05:32.770531,Y
19240,Product_19240,Raw Material,27.61,646,V002,1976-01-08 11:05:32.770533,Y
19241,Product_19241,Raw Material,253.94,341,V002,1976-01-07 11:05:32.770536,Y
19242,Product_19242,Merchandise,343.08,548,V004,1976-01-06 11:05:32.770538,N
19243,Product_19243,Merchandise,369.02,310,V003,1976-01-05 11:05:32.770540,Y
19244,Product_19244,Snacks,92.8,778,V003,1976-01-04 11:05:32.770542,Y
19245,Product_19245,Merchandise,435.76,358,V001,1976-01-03 11:05:32.770544,
19246,Product_19246,Alcohol,470.63,132,V005,1976-01-02 11:05:32.770547,Y
19247,Product_19247,Snacks,97.37,653,V005,1976-01-01 11:05:32.770549,
19248,Product_19248,Alcohol,38.22,175,V003,1975-12-31 11:05:32.770551,
19249,Product_19249,Beverages,260.18,474,V001,1975-12-30 11:05:32.770553,N
19250,Product_19250,Raw Material,218.48,794,V002,1975-12-29 11:05:32.770556,N
19251,Product_19251,Merchandise,187.29,764,V005,1975-12-28 11:05:32.770558,
19252,Product_19252,Snacks,178.52,763,V003,1975-12-27 11:05:32.770560,
19253,Product_19253,Beverages,349.27,225,V004,1975-12-26 11:05:32.770562,
19254,Product_19254,Raw Material,466.15,4,V004,1975-12-25 11:05:32.770565,
19255,Product_19255,Raw Material,119.61,887,V004,1975-12-24 11:05:32.770567,
19256,Product_19256,Merchandise,321.12,148,V005,1975-12-23 11:05:32.770569,Y
19257,Product_19257,Merchandise,144.46,181,V004,1975-12-22 11:05:32.770571,Y
19258,Product_19258,Snacks,263.18,850,V003,1975-12-21 11:05:32.770573,N
19259,Product_19259,Merchandise,101.88,58,V004,1975-12-20 11:05:32.770576,
19260,Product_19260,Alcohol,435.04,530,V004,1975-12-19 11:05:32.770578,Y
19261,Product_19261,Snacks,91.17,191,V003,1975-12-18 11:05:32.770580,
19262,Product_19262,Raw Material,308.31,207,V003,1975-12-17 11:05:32.770582,N
19263,Product_19263,Beverages,68.47,930,V002,1975-12-16 11:05:32.770585,
19264,Product_19264,Raw Material,107.87,908,V004,1975-12-15 11:05:32.770587,Y
19265,Product_19265,Beverages,245.8,850,V002,1975-12-14 11:05:32.770589,Y
19266,Product_19266,Raw Material,49.58,183,V001,1975-12-13 11:05:32.770591,Y
19267,Product_19267,Beverages,383.54,109,V001,1975-12-12 11:05:32.770593,N
19268,Product_19268,Raw Material,252.91,380,V004,1975-12-11 11:05:32.770596,N
19269,Product_19269,Alcohol,168.17,340,V005,1975-12-10 11:05:32.770598,Y
19270,Product_19270,Merchandise,452.87,512,V003,1975-12-09 11:05:32.770600,N
19271,Product_19271,Alcohol,50.63,617,V001,1975-12-08 11:05:32.770602,
19272,Product_19272,Merchandise,154.7,579,V004,1975-12-07 11:05:32.770605,Y
19273,Product_19273,Alcohol,63.0,14,V004,1975-12-06 11:05:32.770607,Y
19274,Product_19274,Beverages,290.0,757,V004,1975-12-05 11:05:32.770609,
19275,Product_19275,Snacks,485.89,628,V004,1975-12-04 11:05:32.770611,N
19276,Product_19276,Raw Material,24.53,-10,V002,1975-12-03 11:05:32.770613,N
19277,Product_19277,Raw Material,149.95,347,V005,1975-12-02 11:05:32.770616,
19278,Product_19278,Alcohol,200.23,8,V005,1975-12-01 11:05:32.770620,
19279,Product_19279,Raw Material,179.92,851,V003,1975-11-30 11:05:32.770623,N
19280,Product_19280,Beverages,272.12,937,V005,1975-11-29 11:05:32.770625,
19281,Product_19281,Alcohol,450.98,883,V005,1975-11-28 11:05:32.770627,N
19282,Product_19282,Snacks,243.56,889,V002,1975-11-27 11:05:32.770629,N
19283,Product_19283,Beverages,30.29,149,V002,1975-11-26 11:05:32.770632,N
19284,Product_19284,Merchandise,403.5,16,V003,1975-11-25 11:05:32.770634,
19285,Product_19285,Raw Material,117.42,507,V002,1975-11-24 11:05:32.770636,N
19286,Product_19286,Snacks,353.7,331,V005,1975-11-23 11:05:32.770638,N
19287,Product_19287,Raw Material,17.72,436,V004,1975-11-22 11:05:32.770641,Y
19288,Product_19288,Merchandise,394.74,249,V003,1975-11-21 11:05:32.770643,Y
19289,Product_19289,Beverages,470.81,508,V005,1975-11-20 11:05:32.770645,Y
19290,Product_19290,Alcohol,38.28,395,V005,1975-11-19 11:05:32.770647,N
19291,Product_19291,Beverages,281.7,965,V005,1975-11-18 11:05:32.770650,N
19292,Product_19292,Merchandise,493.03,710,V004,1975-11-17 11:05:32.770652,Y
19293,Product_19293,Snacks,171.33,522,V004,1975-11-16 11:05:32.770654,
19294,Product_19294,Beverages,281.39,775,V003,1975-11-15 11:05:32.770656,
19295,Product_19295,Raw Material,296.1,726,V005,1975-11-14 11:05:32.770658,
19296,Product_19296,Alcohol,123.77,131,V003,1975-11-13 11:05:32.770661,N
19297,Product_19297,Raw Material,330.59,36,V001,1975-11-12 11:05:32.770663,
19298,Product_19298,Beverages,451.47,616,V001,1975-11-11 11:05:32.770665,
19299,Product_19299,Alcohol,23.58,84,V005,1975-11-10 11:05:32.770667,Y
19300,Product_19300,Snacks,398.71,14,V005,1975-11-09 11:05:32.770670,
19301,Product_19301,Alcohol,389.65,108,V001,1975-11-08 11:05:32.770672,
19302,Product_19302,Merchandise,378.78,38,V003,1975-11-07 11:05:32.770674,Y
19303,Product_19303,Snacks,264.47,432,V002,1975-11-06 11:05:32.770676,
19304,Product_19304,Snacks,109.81,560,V002,1975-11-05 11:05:32.770678,Y
19305,Product_19305,Raw Material,153.78,95,V003,1975-11-04 11:05:32.770681,N
19306,Product_19306,Merchandise,185.07,923,V002,1975-11-03 11:05:32.770683,Y
19307,Product_19307,Snacks,338.37,237,V002,1975-11-02 11:05:32.770685,Y
19308,Product_19308,Snacks,226.05,741,V002,1975-11-01 11:05:32.770687,
19309,Product_19309,Raw Material,207.42,642,V005,1975-10-31 11:05:32.770689,
19310,Product_19310,Raw Material,162.65,461,V001,1975-10-30 11:05:32.770692,
19311,Product_19311,Alcohol,199.52,292,V005,1975-10-29 11:05:32.770694,
19312,Product_19312,Alcohol,78.91,178,V005,1975-10-28 11:05:32.770696,N
19313,Product_19313,Alcohol,116.2,322,V005,1975-10-27 11:05:32.770698,N
19314,Product_19314,Snacks,129.08,545,V003,1975-10-26 11:05:32.770701,Y
19315,Product_19315,Snacks,367.92,77,V002,1975-10-25 11:05:32.770703,
19316,Product_19316,Merchandise,63.91,745,V003,1975-10-24 11:05:32.770705,Y
19317,Product_19317,Alcohol,104.4,578,V003,1975-10-23 11:05:32.770707,N
19318,Product_19318,Alcohol,306.0,172,V003,1975-10-22 11:05:32.770709,Y
19319,Product_19319,Snacks,389.98,401,V004,1975-10-21 11:05:32.770712,
19320,Product_19320,Merchandise,36.79,214,V005,1975-10-20 11:05:32.770714,Y
19321,Product_19321,Merchandise,440.4,280,V005,1975-10-19 11:05:32.770716,N
19322,Product_19322,Beverages,215.26,538,V002,1975-10-18 11:05:32.770718,
19323,Product_19323,Merchandise,480.11,116,V001,1975-10-17 11:05:32.770721,N
19324,Product_19324,Snacks,222.02,971,V003,1975-10-16 11:05:32.770723,
19325,Product_19325,Alcohol,135.86,889,V002,1975-10-15 11:05:32.770725,Y
19326,Product_19326,Raw Material,68.18,552,V003,1975-10-14 11:05:32.770727,N
19327,Product_19327,Raw Material,328.49,575,V002,1975-10-13 11:05:32.770729,N
19328,Product_19328,Alcohol,195.97,794,V003,1975-10-12 11:05:32.770732,N
19329,Product_19329,Alcohol,366.03,136,V004,1975-10-11 11:05:32.770734,N
19330,Product_19330,Raw Material,359.57,378,V001,1975-10-10 11:05:32.770736,N
19331,Product_19331,Snacks,300.75,646,V002,1975-10-09 11:05:32.770738,N
19332,Product_19332,Merchandise,334.52,983,V005,1975-10-08 11:05:32.770741,N
19333,Product_19333,Snacks,152.75,275,V004,1975-10-07 11:05:32.770743,
19334,Product_19334,Beverages,293.72,873,V004,1975-10-06 11:05:32.770745,Y
19335,Product_19335,Snacks,217.34,35,V001,1975-10-05 11:05:32.770747,N
19336,Product_19336,Merchandise,311.42,161,V002,1975-10-04 11:05:32.770749,
19337,Product_19337,Snacks,331.05,983,V004,1975-10-03 11:05:32.770752,
19338,Product_19338,Beverages,211.93,663,V003,1975-10-02 11:05:32.770754,N
19339,Product_19339,Raw Material,247.36,550,V002,1975-10-01 11:05:32.770756,Y
19340,Product_19340,Merchandise,341.49,217,V004,1975-09-30 11:05:32.770758,N
19341,Product_19341,Alcohol,401.42,198,V005,1975-09-29 11:05:32.770761,
19342,Product_19342,Raw Material,252.38,801,V002,1975-09-28 11:05:32.770763,
19343,Product_19343,Merchandise,41.13,326,V004,1975-09-27 11:05:32.770765,Y
19344,Product_19344,Merchandise,137.06,299,V005,1975-09-26 11:05:32.770767,Y
19345,Product_19345,Raw Material,466.27,254,V003,1975-09-25 11:05:32.770770,Y
19346,Product_19346,Merchandise,155.61,665,V001,1975-09-24 11:05:32.770772,N
19347,Product_19347,Merchandise,271.67,124,V005,1975-09-23 11:05:32.770774,Y
19348,Product_19348,Beverages,481.51,38,V001,1975-09-22 11:05:32.770776,Y
19349,Product_19349,Beverages,47.91,179,V002,1975-09-21 11:05:32.770778,N
19350,Product_19350,Snacks,237.22,522,V002,1975-09-20 11:05:32.770781,Y
19351,Product_19351,Snacks,279.75,643,V005,1975-09-19 11:05:32.770783,N
19352,Product_19352,Alcohol,465.27,77,V002,1975-09-18 11:05:32.770785,Y
19353,Product_19353,Alcohol,372.98,442,V002,1975-09-17 11:05:32.770787,
19354,Product_19354,Snacks,402.07,199,V004,1975-09-16 11:05:32.770789,N
19355,Product_19355,Beverages,388.32,477,V003,1975-09-15 11:05:32.770792,Y
19356,Product_19356,Alcohol,282.93,812,V005,1975-09-14 11:05:32.770794,
19357,Product_19357,Alcohol,349.87,63,V004,1975-09-13 11:05:32.770796,N
19358,Product_19358,Beverages,254.73,175,V002,1975-09-12 11:05:32.770798,N
19359,Product_19359,Alcohol,284.76,649,V005,1975-09-11 11:05:32.770801,N
19360,Product_19360,Raw Material,107.66,346,V002,1975-09-10 11:05:32.770803,N
19361,Product_19361,Raw Material,247.86,707,V001,1975-09-09 11:05:32.770805,
19362,Product_19362,Beverages,24.03,60,V005,1975-09-08 11:05:32.770807,
19363,Product_19363,Raw Material,120.03,261,V005,1975-09-07 11:05:32.770810,
19364,Product_19364,Merchandise,40.01,167,V005,1975-09-06 11:05:32.770815,Y
19365,Product_19365,Raw Material,405.91,78,V005,1975-09-05 11:05:32.770817,Y
19366,Product_19366,Raw Material,210.24,438,V002,1975-09-04 11:05:32.770819,
19367,Product_19367,Raw Material,13.5,846,V004,1975-09-03 11:05:32.770822,
19368,Product_19368,Merchandise,12.18,360,V003,1975-09-02 11:05:32.770824,
19369,Product_19369,Alcohol,432.88,630,V003,1975-09-01 11:05:32.770826,Y
19370,Product_19370,Snacks,145.31,233,V004,1975-08-31 11:05:32.770828,Y
19371,Product_19371,Beverages,215.04,842,V005,1975-08-30 11:05:32.770831,
19372,Product_19372,Merchandise,341.51,757,V004,1975-08-29 11:05:32.770833,N
19373,Product_19373,Raw Material,470.28,804,V003,1975-08-28 11:05:32.770835,
19374,Product_19374,Snacks,108.3,722,V001,1975-08-27 11:05:32.770837,Y
19375,Product_19375,Raw Material,329.37,296,V003,1975-08-26 11:05:32.770839,N
19376,Product_19376,Merchandise,286.17,968,V005,1975-08-25 11:05:32.770842,N
19377,Product_19377,Beverages,242.22,809,V002,1975-08-24 11:05:32.770844,
19378,Product_19378,Raw Material,31.19,22,V002,1975-08-23 11:05:32.770846,N
19379,Product_19379,Beverages,280.21,705,V003,1975-08-22 11:05:32.770848,Y
19380,Product_19380,Raw Material,30.53,830,V004,1975-08-21 11:05:32.770850,Y
19381,Product_19381,Alcohol,367.43,174,V001,1975-08-20 11:05:32.770853,
19382,Product_19382,Beverages,499.96,419,V001,1975-08-19 11:05:32.770855,
19383,Product_19383,Merchandise,215.57,499,V005,1975-08-18 11:05:32.770857,
19384,Product_19384,Raw Material,478.8,17,V005,1975-08-17 11:05:32.770859,N
19385,Product_19385,Snacks,346.84,5,V002,1975-08-16 11:05:32.770861,N
19386,Product_19386,Alcohol,277.53,801,V002,1975-08-15 11:05:32.770864,Y
19387,Product_19387,Beverages,357.02,933,V003,1975-08-14 11:05:32.770866,
19388,Product_19388,Beverages,231.93,418,V005,1975-08-13 11:05:32.770868,
19389,Product_19389,Merchandise,258.48,832,V004,1975-08-12 11:05:32.770870,
19390,Product_19390,Alcohol,317.79,251,V003,1975-08-11 11:05:32.770873,Y
19391,Product_19391,Beverages,254.23,263,V004,1975-08-10 11:05:32.770875,
19392,Product_19392,Merchandise,386.8,620,V002,1975-08-09 11:05:32.770877,N
19393,Product_19393,Raw Material,301.27,251,V001,1975-08-08 11:05:32.770879,Y
19394,Product_19394,Raw Material,389.41,592,V002,1975-08-07 11:05:32.770881,N
19395,Product_19395,Snacks,244.07,24,V004,1975-08-06 11:05:32.770883,N
19396,Product_19396,Snacks,166.56,139,V004,1975-08-05 11:05:32.770886,N
19397,Product_19397,Beverages,359.58,180,V004,1975-08-04 11:05:32.770888,Y
19398,Product_19398,Alcohol,148.48,369,V001,1975-08-03 11:05:32.770890,N
19399,Product_19399,Raw Material,27.15,268,V002,1975-08-02 11:05:32.770892,
19400,Product_19400,Merchandise,252.66,921,V001,1975-08-01 11:05:32.770894,N
19401,Product_19401,Alcohol,95.42,599,V001,1975-07-31 11:05:32.770897,Y
19402,Product_19402,Snacks,84.94,800,V002,1975-07-30 11:05:32.770899,Y
19403,Product_19403,Merchandise,267.72,188,V002,1975-07-29 11:05:32.770901,N
19404,Product_19404,Alcohol,462.75,895,V001,1975-07-28 11:05:32.770903,
19405,Product_19405,Snacks,333.41,695,V004,1975-07-27 11:05:32.770906,Y
19406,Product_19406,Snacks,119.61,338,V001,1975-07-26 11:05:32.770908,Y
19407,Product_19407,Beverages,494.09,125,V002,1975-07-25 11:05:32.770910,Y
19408,Product_19408,Raw Material,124.75,14,V004,1975-07-24 11:05:32.770912,Y
19409,Product_19409,Beverages,457.09,19,V001,1975-07-23 11:05:32.770914,Y
19410,Product_19410,Merchandise,170.84,241,V004,1975-07-22 11:05:32.770917,N
19411,Product_19411,Raw Material,229.01,275,V002,1975-07-21 11:05:32.770919,N
19412,Product_19412,Alcohol,100.65,347,V003,1975-07-20 11:05:32.770921,N
19413,Product_19413,Beverages,468.28,213,V002,1975-07-19 11:05:32.770923,Y
19414,Product_19414,Raw Material,121.83,252,V002,1975-07-18 11:05:32.770925,Y
19415,Product_19415,Alcohol,491.98,283,V004,1975-07-17 11:05:32.770928,N
19416,Product_19416,Alcohol,207.13,840,V005,1975-07-16 11:05:32.770930,Y
19417,Product_19417,Merchandise,475.94,802,V005,1975-07-15 11:05:32.770932,
19418,Product_19418,Beverages,498.81,604,V004,1975-07-14 11:05:32.770934,
19419,Product_19419,Beverages,228.46,362,V001,1975-07-13 11:05:32.770936,Y
19420,Product_19420,Snacks,181.14,700,V004,1975-07-12 11:05:32.770939,
19421,Product_19421,Alcohol,206.08,-6,V003,1975-07-11 11:05:32.770941,
19422,Product_19422,Alcohol,345.96,906,V003,1975-07-10 11:05:32.770943,N
19423,Product_19423,Alcohol,158.14,14,V002,1975-07-09 11:05:32.770945,
19424,Product_19424,Beverages,369.42,354,V001,1975-07-08 11:05:32.770948,N
19425,Product_19425,Snacks,435.08,836,V004,1975-07-07 11:05:32.770950,
19426,Product_19426,Snacks,320.5,358,V002,1975-07-06 11:05:32.770952,
19427,Product_19427,Merchandise,25.49,722,V003,1975-07-05 11:05:32.770954,
19428,Product_19428,Beverages,48.3,175,V002,1975-07-04 11:05:32.770956,Y
19429,Product_19429,Snacks,200.06,885,V001,1975-07-03 11:05:32.770959,Y
19430,Product_19430,Beverages,234.25,33,V003,1975-07-02 11:05:32.770961,
19431,Product_19431,Snacks,222.95,88,V002,1975-07-01 11:05:32.770963,Y
19432,Product_19432,Raw Material,277.21,835,V003,1975-06-30 11:05:32.770965,Y
19433,Product_19433,Merchandise,430.1,625,V002,1975-06-29 11:05:32.770967,
19434,Product_19434,Merchandise,300.2,664,V004,1975-06-28 11:05:32.770970,N
19435,Product_19435,Raw Material,440.2,283,V003,1975-06-27 11:05:32.770972,N
19436,Product_19436,Snacks,237.78,897,V001,1975-06-26 11:05:32.770974,N
19437,Product_19437,Beverages,496.28,600,V005,1975-06-25 11:05:32.770976,
19438,Product_19438,Alcohol,469.99,599,V002,1975-06-24 11:05:32.770979,N
19439,Product_19439,Snacks,45.3,789,V004,1975-06-23 11:05:32.770981,N
19440,Product_19440,Beverages,29.28,53,V002,1975-06-22 11:05:32.770983,N
19441,Product_19441,Beverages,423.64,805,V004,1975-06-21 11:05:32.770985,N
19442,Product_19442,Raw Material,405.55,833,V003,1975-06-20 11:05:32.770988,Y
19443,Product_19443,Merchandise,89.32,963,V002,1975-06-19 11:05:32.770990,N
19444,Product_19444,Merchandise,238.85,889,V002,1975-06-18 11:05:32.770992,
19445,Product_19445,Raw Material,411.48,425,V001,1975-06-17 11:05:32.770994,Y
19446,Product_19446,Merchandise,182.22,600,V003,1975-06-16 11:05:32.770997,N
19447,Product_19447,Alcohol,309.7,698,V001,1975-06-15 11:05:32.770999,
19448,Product_19448,Merchandise,267.39,568,V004,1975-06-14 11:05:32.771003,N
19449,Product_19449,Snacks,124.57,720,V004,1975-06-13 11:05:32.771006,N
19450,Product_19450,Raw Material,228.83,141,V001,1975-06-12 11:05:32.771008,N
19451,Product_19451,Alcohol,310.23,709,V002,1975-06-11 11:05:32.771010,
19452,Product_19452,Snacks,228.96,864,V004,1975-06-10 11:05:32.771012,N
19453,Product_19453,Snacks,389.04,983,V002,1975-06-09 11:05:32.771014,
19454,Product_19454,Merchandise,136.57,973,V003,1975-06-08 11:05:32.771017,N
19455,Product_19455,Merchandise,107.46,255,V002,1975-06-07 11:05:32.771019,Y
19456,Product_19456,Snacks,194.01,68,V005,1975-06-06 11:05:32.771021,Y
19457,Product_19457,Merchandise,57.91,996,V004,1975-06-05 11:05:32.771023,
19458,Product_19458,Snacks,239.29,859,V002,1975-06-04 11:05:32.771025,N
19459,Product_19459,Alcohol,403.67,49,V003,1975-06-03 11:05:32.771037,
19460,Product_19460,Merchandise,53.74,666,V005,1975-06-02 11:05:32.771039,Y
19461,Product_19461,Alcohol,55.15,156,V003,1975-06-01 11:05:32.771041,
19462,Product_19462,Alcohol,37.75,247,V001,1975-05-31 11:05:32.771043,N
19463,Product_19463,Raw Material,175.7,834,V001,1975-05-30 11:05:32.771045,
19464,Product_19464,Merchandise,448.72,842,V004,1975-05-29 11:05:32.771047,
19465,Product_19465,Snacks,360.72,781,V003,1975-05-28 11:05:32.771049,N
19466,Product_19466,Alcohol,419.5,285,V002,1975-05-27 11:05:32.771051,N
19467,Product_19467,Beverages,437.18,781,V001,1975-05-26 11:05:32.771053,N
19468,Product_19468,Alcohol,400.62,259,V005,1975-05-25 11:05:32.771055,N
19469,Product_19469,Raw Material,299.48,319,V004,1975-05-24 11:05:32.771057,N
19470,Product_19470,Raw Material,397.56,732,V001,1975-05-23 11:05:32.771059,
19471,Product_19471,Snacks,172.02,529,V004,1975-05-22 11:05:32.771061,N
19472,Product_19472,Merchandise,455.79,360,V004,1975-05-21 11:05:32.771063,
19473,Product_19473,Snacks,27.34,809,V003,1975-05-20 11:05:32.771065,N
19474,Product_19474,Snacks,262.33,820,V005,1975-05-19 11:05:32.771067,Y
19475,Product_19475,Beverages,258.18,613,V004,1975-05-18 11:05:32.771069,Y
19476,Product_19476,Alcohol,343.01,556,V003,1975-05-17 11:05:32.771072,N
19477,Product_19477,Alcohol,300.44,409,V001,1975-05-16 11:05:32.771074,N
19478,Product_19478,Beverages,428.63,690,V002,1975-05-15 11:05:32.771076,
19479,Product_19479,Raw Material,149.48,606,V001,1975-05-14 11:05:32.771078,
19480,Product_19480,Merchandise,469.63,429,V002,1975-05-13 11:05:32.771080,N
19481,Product_19481,Alcohol,105.36,380,V003,1975-05-12 11:05:32.771082,Y
19482,Product_19482,Raw Material,487.42,745,V003,1975-05-11 11:05:32.771084,N
19483,Product_19483,Beverages,380.42,32,V002,1975-05-10 11:05:32.771086,N
19484,Product_19484,Snacks,200.0,412,V002,1975-05-09 11:05:32.771088,Y
19485,Product_19485,Beverages,460.37,129,V002,1975-05-08 11:05:32.771090,N
19486,Product_19486,Raw Material,223.3,508,V005,1975-05-07 11:05:32.771092,
19487,Product_19487,Raw Material,116.53,149,V001,1975-05-06 11:05:32.771094,
19488,Product_19488,Beverages,421.55,284,V004,1975-05-05 11:05:32.771096,
19489,Product_19489,Merchandise,341.96,957,V002,1975-05-04 11:05:32.771098,
19490,Product_19490,Merchandise,278.58,942,V005,1975-05-03 11:05:32.771100,
19491,Product_19491,Alcohol,80.63,764,V004,1975-05-02 11:05:32.771102,N
19492,Product_19492,Raw Material,132.11,835,V002,1975-05-01 11:05:32.771104,
19493,Product_19493,Beverages,225.17,885,V004,1975-04-30 11:05:32.771106,N
19494,Product_19494,Alcohol,426.03,670,V005,1975-04-29 11:05:32.771108,Y
19495,Product_19495,Snacks,427.48,622,V005,1975-04-28 11:05:32.771110,
19496,Product_19496,Raw Material,79.39,328,V005,1975-04-27 11:05:32.771112,
19497,Product_19497,Alcohol,235.81,440,V001,1975-04-26 11:05:32.771114,
19498,Product_19498,Raw Material,35.28,652,V003,1975-04-25 11:05:32.771116,N
19499,Product_19499,Beverages,429.73,642,V003,1975-04-24 11:05:32.771118,Y
19500,Product_19500,Alcohol,414.26,291,V004,1975-04-23 11:05:32.771120,Y
19501,Product_19501,Snacks,171.86,157,V003,1975-04-22 11:05:32.771122,N
19502,Product_19502,Beverages,57.26,328,V002,1975-04-21 11:05:32.771124,
19503,Product_19503,Raw Material,327.59,651,V003,1975-04-20 11:05:32.771126,
19504,Product_19504,Alcohol,19.96,377,V005,1975-04-19 11:05:32.771128,
19505,Product_19505,Raw Material,21.2,820,V004,1975-04-18 11:05:32.771130,Y
19506,Product_19506,Beverages,482.23,647,V005,1975-04-17 11:05:32.771133,Y
19507,Product_19507,Merchandise,281.96,4,V004,1975-04-16 11:05:32.771135,N
19508,Product_19508,Raw Material,319.58,341,V002,1975-04-15 11:05:32.771137,Y
19509,Product_19509,Alcohol,87.27,836,V003,1975-04-14 11:05:32.771139,
19510,Product_19510,Merchandise,301.73,190,V005,1975-04-13 11:05:32.771141,Y
19511,Product_19511,Alcohol,108.9,138,V004,1975-04-12 11:05:32.771143,
19512,Product_19512,Alcohol,109.85,-5,V003,1975-04-11 11:05:32.771145,
19513,Product_19513,Merchandise,275.5,19,V002,1975-04-10 11:05:32.771147,Y
19514,Product_19514,Snacks,333.12,550,V004,1975-04-09 11:05:32.771149,
19515,Product_19515,Snacks,294.12,701,V001,1975-04-08 11:05:32.771151,N
19516,Product_19516,Merchandise,263.39,853,V003,1975-04-07 11:05:32.771153,N
19517,Product_19517,Raw Material,376.24,688,V003,1975-04-06 11:05:32.771155,
19518,Product_19518,Merchandise,266.48,554,V002,1975-04-05 11:05:32.771157,
19519,Product_19519,Snacks,471.17,-3,V001,1975-04-04 11:05:32.771159,
19520,Product_19520,Raw Material,467.94,60,V002,1975-04-03 11:05:32.771161,
19521,Product_19521,Beverages,86.37,743,V005,1975-04-02 11:05:32.771163,N
19522,Product_19522,Snacks,219.51,63,V001,1975-04-01 11:05:32.771165,Y
19523,Product_19523,Raw Material,398.08,908,V005,1975-03-31 11:05:32.771167,N
19524,Product_19524,Alcohol,51.1,997,V001,1975-03-30 11:05:32.771169,N
19525,Product_19525,Merchandise,336.83,183,V004,1975-03-29 11:05:32.771171,Y
19526,Product_19526,Alcohol,57.27,31,V003,1975-03-28 11:05:32.771173,
19527,Product_19527,Snacks,35.24,222,V001,1975-03-27 11:05:32.771175,
19528,Product_19528,Alcohol,304.82,290,V005,1975-03-26 11:05:32.771177,N
19529,Product_19529,Raw Material,454.86,968,V003,1975-03-25 11:05:32.771179,
19530,Product_19530,Alcohol,337.33,638,V004,1975-03-24 11:05:32.771181,
19531,Product_19531,Alcohol,293.98,897,V005,1975-03-23 11:05:32.771183,Y
19532,Product_19532,Merchandise,398.42,867,V002,1975-03-22 11:05:32.771185,Y
19533,Product_19533,Snacks,374.52,447,V005,1975-03-21 11:05:32.771190,
19534,Product_19534,Merchandise,465.29,390,V004,1975-03-20 11:05:32.771192,N
19535,Product_19535,Snacks,475.64,410,V003,1975-03-19 11:05:32.771194,N
19536,Product_19536,Beverages,286.11,120,V005,1975-03-18 11:05:32.771196,Y
19537,Product_19537,Beverages,224.92,221,V005,1975-03-17 11:05:32.771198,N
